Date & Time,12 Hours before,11 Hours before,10 Hours before,9 Hours before,8 Hours before,7 Hours before,6 Hours before,5 Hours before,4 Hours before,3 Hours before,2 Hours before,1 Hours before
2025-01-03 11:00,0.26133333333333353 -2.3633333333333155 -0.1,0.5113333333333336 -4.3633333333333155 -0.90000004,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0,0.2113333333333336 -1.3633333333333155 0.0
2025-01-03 12:00,-0.3253333333333334 2.8433333333333195 -0.020600000000000007,-0.1753333333333334 0.8433333333333195 -0.020600000000000007,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794,-1.1253333333333335 7.8433333333333195 0.2794
2025-01-03 13:00,0.03133323333333293 3.769999999999996 0.0,0.5313333333333329 -1.230000000000004 -0.1,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0,-0.5686666666666671 5.769999999999996 0.0
2025-01-03 14:00,-0.4386667666666668 6.256666666666661 0.0,-0.13866666666666672 0.2566666666666606 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0,-0.6886667666666668 5.256666666666661 0.0
2025-01-03 15:00,-0.2620001000000003 3.9366666666666816 0.0,-0.06199997000000024 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0,0.08799999999999975 -0.06333333333331836 0.0
2025-01-03 16:00,-0.722 9.38333333333334 0.0,-0.22199999999999998 -0.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0,-0.27199999999999996 -2.61666666666666 0.0
2025-01-03 17:00,-0.7153333333333334 10.933333333333323 0.0,-0.6653333333333334 0.9333333333333229 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0,-0.3153333333333334 -1.066666666666677 0.0
2025-01-03 18:00,-0.6719999999999999 7.26666666666668 0.0,-0.6719999999999999 1.26666666666668 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0,-0.4219999799999999 -0.7333333333333201 0.0
2025-01-03 19:00,-0.6253333233333334 6.396666666666661 0.0,-0.9253333333333333 2.396666666666661 0.0,-0.5753333333333333 4.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0,-0.2253333133333333 11.396666666666661 0.0
2025-01-03 20:00,-0.3486666666666665 4.6200000000000045 0.0,-0.3986666666666665 5.6200000000000045 0.0,-0.3486666666666665 2.6200000000000045 0.0,-0.09866666666666651 9.620000000000005 0.0,-0.09866666666666651 9.620000000000005 0.0,-0.09866666666666651 9.620000000000005 0.0,-0.09866666666666651 9.620000000000005 0.0,-0.09866666666666651 9.620000000000005 0.0,-0.09866666666666651 9.620000000000005 0.0,-0.09866666666666651 9.620000000000005 0.0,-0.09866666666666651 9.620000000000005 0.0,-0.09866666666666651 9.620000000000005 0.0
2025-01-03 21:00,-0.3386666666666665 4.336666666666673 0.0,-0.2886666466666665 4.336666666666673 0.0,-0.18866666666666648 2.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0,0.011333333333333528 8.336666666666673 0.0
2025-01-03 22:00,-0.6086666666666665 4.826666666666682 0.0,-0.45866666666666644 3.826666666666682 0.0,-0.25866664666666644 2.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0,-0.1586666666666665 8.826666666666682 0.0
2025-01-03 23:00,-0.7153333333333337 3.419999999999959 0.0,-0.4653333133333337 5.419999999999959 0.0,-0.5153333333333336 1.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0,-0.26533333333333375 8.419999999999959 0.0
2025-01-04 00:00,-0.6853333333333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0,-0.5353333133333331 4.57666666666664 0.0
2025-01-04 01:00,-0.7419999999999998 3.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0,-0.5419999999999997 2.399999999999963 0.0
2025-01-04 02:00,-1.0986666666666667 3.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0,-1.1986666666666668 2.236666666666679 0.0
2025-01-04 03:00,-0.8420000000000005 3.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0,-1.3419999800000004 2.343333333333362 0.0
2025-01-04 04:00,-0.6386666666666669 3.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0,-1.0886666666666671 1.6433333333333167 0.0
2025-01-04 05:00,-0.5420000000000005 2.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0,-0.9420000000000005 1.2266666666666737 0.0
2025-01-04 06:00,-0.5019999999999997 3.613333333333358 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0,-0.6019999999999996 0.6133333333333582 0.0
2025-01-04 07:00,0.5713333333333332 1.5799999999999983 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0,0.3213333333333333 -1.4200000000000017 0.0
2025-01-04 08:00,0.8780000299999999 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0,0.42800002000000004 -1.5900000000000034 0.0
2025-01-04 09:00,0.8646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0,0.5646666666666667 -1.6966666666666441 0.0
2025-01-04 10:00,0.7846666866666665 -0.846666666666664 0.0,0.5346666666666665 -1.846666666666664 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0,0.43466666666666653 0.15333333333333599 0.0
2025-01-04 11:00,0.4946666866666668 0.7733333333333263 0.0,0.5946666866666668 1.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0,0.14466666666666683 0.7733333333333263 0.0
2025-01-04 12:00,0.6313333333333339 -1.1300000000000239 0.5588,0.6813333333333339 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588,0.38133333333333397 0.8699999999999761 0.5588
2025-01-04 13:00,0.4346666666666672 -1.450000000000017 0.0,0.6846667266666672 -3.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0,0.6346665666666671 -4.450000000000017 0.0
2025-01-04 14:00,0.5746666666666669 -1.5199999999999676 0.0,0.4246665666666669 -1.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0,0.6246666666666669 -3.5199999999999676 0.0
2025-01-04 15:00,0.45133333333333314 -1.8599999999999994 0.0,0.2013333933333331 -1.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0,0.2513333333333331 -0.8599999999999994 0.0
2025-01-04 16:00,0.8880000299999999 -2.666666666666714 0.0,0.8880000299999999 -3.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0,0.7879999999999999 -1.666666666666714 0.0
2025-01-04 17:00,1.0780000000000007 -2.0900000000000034 0.0,0.9780000000000008 -2.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0,0.9780000000000008 -1.0900000000000034 0.0
2025-01-04 18:00,1.0880000000000005 -3.5533333333333132 0.0,0.9880000000000004 -2.5533333333333132 0.0,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3,0.8380000000000004 -2.5533333333333132 -0.3
2025-01-04 19:00,1.0779999999999996 -4.263333333333335 0.0,1.1279999999999997 -4.263333333333335 0.0,0.8780000599999996 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0,1.4279999999999997 -3.2633333333333354 0.0
2025-01-04 20:00,1.2479999999999989 -4.310000000000002 -0.1,1.3979999999999988 -5.310000000000002 0.0,1.0979999999999988 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0,1.5479999999999987 -4.310000000000002 0.0
